"","State.Name","date","keyword","hits","ratio"
"456","Massachusetts","2012-12-01","Cyberbullying",59,1.07152989648646
"457","Massachusetts","2013-01-01","Cyberbullying",25,1.07152989648646
"458","Massachusetts","2013-02-01","Cyberbullying",39,1.07152989648646
"459","Massachusetts","2013-03-01","Cyberbullying",48,1.07152989648646
"460","Massachusetts","2013-04-01","Cyberbullying",55,1.07152989648646
"461","Massachusetts","2013-05-01","Cyberbullying",35,1.07152989648646
"462","Massachusetts","2013-06-01","Cyberbullying",35,1.07152989648646
"463","Massachusetts","2013-07-01","Cyberbullying",8,1.07152989648646
"464","Massachusetts","2013-08-01","Cyberbullying",15,1.07152989648646
"465","Massachusetts","2013-09-01","Cyberbullying",53,1.07152989648646
"466","Massachusetts","2013-10-01","Cyberbullying",93,1.07152989648646
"467","Massachusetts","2013-11-01","Cyberbullying",46,1.07152989648646
"468","Massachusetts","2013-12-01","Cyberbullying",46,1.07152989648646
"469","Massachusetts","2014-01-01","Cyberbullying",41,1.07152989648646
